sentiment,review_body,product_category
1,"1. i'm 5'5"" tall  145 lbs  and 38 (36d) - 32-40 and the size 12 fit me perfectly with just a bra on underneath  when zipped up. i plan on wearing tank tops or thin t-shirts under it  and leaving it unzipped. i'm normally a size 10  but at retailer  i'm a 12 in their jackets.    2. thin with a thin lining  but stiff enough to hold its shape. the front zipper also helps give firmness to the front edge.    3. the fabric is white with lots of beige embroidery and lace holes.    4. i have a feeling thi",Jackets
1,The linen fabric is elegantly thin feels and looks lovely,Jackets
1,"Denim  faux fur  flannel... hooray! i absolutely love this jacket and i'll wear it all winter (even under my warmer winter coat). i'm 5'6""/130 and usually a 2-4 in retailer and the small in this coat was plenty big in the waist/chest and even had room underneath to add a second shirt or light sweater. it seems a little shorter on me than in the photo... maybe that's the only drawback.",Jackets
1,"Yes  like the photo suggests  this piece has a lot of the features of a jacket. but  i bought it to also wear as a dress. let me explain...    fyi: 36c  broad shoulders/back  high waist  dress/top size 10 (without buttons  etc.) or 12 (fitted at the bust and waist)  bottom size 6 (upside down triangle)  5'2""    i bought the small in this piece  because it is big enough to wear as a light jacket while also being fitted enough to wear as a dress. on the inside of the piece  there are strings that",Jackets
1,I love this little vest! such an easy outfit completer. just throw it on over jeans and a tank or long sleeves and voila...effortlessly chic! the colors pop and it's the perfect length. if you're on the fence with this one  definitely give it a try. you won't be disappointed!,Jackets
1,The images definitely do not do the jacket justice. the detail is beautiful  and the fabric is unexpected and quite luxurious.,Jackets
1,The sleeves are small. should buy a larger size than usual. other than this is perfect.,Jackets
-1,These are a beautiful color  but run large. i ordered my usual size and they are falling off of me. they are very low rise so i don't think i'll be trying the smaller size  can't even imagine them being lower. also  they are cropped  that's hard to tell in the picture.,Jeans
-1,They ripped on the inside upper thighs of both legs less than two months after purchase. i've washed them once  and wear them a few times a week  so they're certainly not worn out. i've never had a pair give out even close to this early. i loved the cut of the jeans and the softness  and they hold their shape well after multiple wearings. the color is lighter than pictured. i paid full price (the most i've ever paid for jeans) because i'd heard good things about jean shop quality. even at sale p,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,These pants were wonderful...for 2 seasons. yes  for almost $200 a pop they don't even last a full year! loved them so much  i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately  retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.,Jeans
-1,Noticed all the 5 star reviews online for the latest pilcro stets- so due to the past 2 years of dissapointment of what was once a great pair of jeans....i was hopeful that retailerpologist listened and went back to the original pilcro stet formula- thick denim  just the right amount of give and a flattering 10 inch rise. walked right in and found them- and i knew right when i touched them- they were still the thin denim that's nowhere near the quality they once were. consumers pay attention and t,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
0,I'm 5.1 and always bought 27p. they didn't have petite anymore  so i bought 27r  knowing that it'll hit my ankle instead of being cropped. it's very cute as an ankle-length with some flare. my only issue is that the 27r was very tight around the crotch and upper thigh. it's a very tight fit just right there!... and not enough of stretch to be comfortable when sitting. i wonder if it will stretch out a bit more from wear? i then ordered a 28r to see if that fits better  and it fits a tad loose ev,Jeans
0,I absolutely love the look and fit of these jeans. i did have to size down. i ran into problems after washing. the fraying on one leg was twice that of the other  looking very unbalanced. after looking closely i found that one leg had a top stitching very close to the fray to prevent further fraying. the other leg did not have this stitching  thus the fraying double in size. i have sent a request to customer service for a replacement pair. these are adorable jeans just be sure to check for stitc,Jeans
0,Oh wow no. as the previous reviewer said  much lighter than the picture! rise and inseam are as described but with the light denim they combined to make a bad look for this 40something. maybe for a younger audience who like the 90s retro vibe? the fit is true to size  i tried the 27 and it was a nice snug fit around the bum (waist 28/29  hips 36  usually a 27 or 28 in jeans  sometimes even a 29 if they're super skinny).,Jeans
0,I have a few pairs of the stevie ankle  so i thought i try these. they have very little stretch and feel tight in the waist. the distressing near the front pockets is really apparent...like white stripes. they make the jean look overall cheap. not worth $198  in my opinion.,Jeans
0,"I have several pairs of coh and love them all. when i saw these go on sale in my size i quickly purchased them. however  when i tried them on at home and looked in the mirror  i was pretty shocked that the back pockets were extremely long. meaning  they go well below your butt cheeks (like 3""# which means they look like they are sitting too low on your body-and they aren't they are actually i little higher waisted than most coh!     i thought perhaps it was my perception that day  so i waited an",Jeans
0,I purchased these in a 26 petite and a 26 regular. the 26r was too long and bunched up terribly pass the knee. they were also loose in the waist and overall body. the 26p fit great in the waist and body  however; past the knee it was too tight and again it bunched but not as bad as the 26 reg. the overall quality of the jean seems fairly good. the fit just did not work for me so these go back and the hunt continues for white jeans. would love it if they made the hyphen jeans in white.,Jeans
0,I love j brand  however the fit of these jeans was all wrong for me. they were perfect from the knee up  however they stuck out too much at the bottom. a slight taper from the knee down would have made them perfect. i had to return them.,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,I loved the color of these but they bagged out with just one wear. they are going back to store.,Jeans
1,Great fit  runs maybe a tad big but overall great fit/quality.,Jeans
1,Saw these at my local retailer store and almost didn't try them on. so glad i did. they made my legs look long and lean. they run a little big and i decided to go down a size because i think they may stretch out after wearing for awhile. the material is fairly thick but i think that helped in making them appear to slim my hips  butt and thighs. the material is really pretty stretchy and that made them so comfortable. i love how i look in these!!!,Jeans
1,Expected them to fit somewhat loose but actually tight for a boyfriend fit. like a slightly relaxed skinny with a really low crotch. stretches everywhere when sitting and walking except the waistband. the distressing and fraying holes in good placement. wish there was some on the back of the leg but i have yet to find a pair that does that. good color and quality  but not quite worth full price. will probably look for them on sale later. i always prefer skinny jeans over boyfriend do it might bi,Jeans
1,Love everything about these! they are super fostering and comfy. i am a busy mom and need comfort. these are a great addition to my closet. super cute with booties  wedges and flats.,Jeans
1,"Love white jeans and these meet expectations. i'm 5'9"" and 145lbs and usually wear size 29 in pilcros but these run a little roomier than others i've bought. going to dry them to see if i can shrink them a bit  but still fine and super comfy. ties on the bottom are fun.",Jeans
1,I love these pants! they are very flattering. they do however run long so even though i'm 5'5'' the regulars were crazy long on me and the petite fit me perfectly. i was worried they would stretch out a lot but i've worn them twice and they haven't.,Jeans
1,Love the way these pants fit. love the length. love the cut! just the right amount of flare... normally i am a 28 or 29 in citizens jeans. i considered the 27 in them  but the legs were a bit tight. 28 was just about perfect. and the best part....they are finally on sale. i look forward to wearing them with flats or heels and a simple white shirt!,Jeans
1,This is my first pair of mcguire jeans  and i like the fabric and fit.  thank goodness for petite sizing!  these 32p fit just right on my hips  with no gap between the waistband and my body.  fits through thigh and hips and pretty slim all the way down.  nice stretch.  of course  the proof will be after wearing a few times and washing.  i will update my review if i do not like them so much after that ,Jeans
1,Bought my 3rd pair of pilcro cords in the dark turquoise. the other 2 are from previous seasons. love these pants for fall because they are extremely comfortable and stylish. the dark turquoise was paired with the poppy tunic (in blue) at my local store. i liked the pairing and ended up buying both! i find these to fit true to size vs other items at retailer that fit larger. i am a 29 (8) while in most other pants at retailer  i am a 6. i am 5'7 and 135 lbs.,Jeans
-1,I got this shirt in a medium  my normal retailer size and while the short fit  the front is cropped! i am a fan of the tops that are shorter in the front and longer in the back  however this was just too short in the front. my belly button was exposed  and that wasn't the look displayed on the model. unfortunately this top is going back to the store.,Knits
-1,I really wanted to love this top  but there is way too much fabric. it looks nothing like the pictures. it was more like a maternity top vs. a swingy top. i'll be returning this one.,Knits
-1,"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",Knits
-1,Don't even waste your money  even on sale.    bought three in different colors because i loved the loose fit and airyness for hot southern summers. unfortunately  one of them ripped in the first wash. i let it air dry and thats when i found multiple runs and a hole that i could put my finger through. one of the other colors was fine  yet still pilled pretty bad. the third one still has the tag. keeping the one that survived the wash because i like the color - but will only be using it as a knock,Knits
-1,"Sadly  going back. ordered m  light color option  very difficult to pull over my head  not a good sign. got it on and neckline looked attractive (height w/o being a mock turtle)  but whole thing a bit small around middle. could order the l  but i'm not liking the feeling of the fabric  it feels tight with restrictive and nonuniform stretch: 33 cotton/27 poly/27 acrylic and 95 rayon/5 spandex ""contrast""  which must mean the stripes. combine w/fact that the two wide stripes are right at my middle",Knits
-1,I love the teal color of this t-shirt and the macrame design at the top is beautiful  however  the top is way too large.  i usually wear a size xs or s in retailer tops  so i ordered the size s  there is so much fabric below the chest it fits like a maternity top.  i know if i order an xs  i will have the same problem.  below the bust  the top is not flattering and it&amp;#39;s a shame.,Knits
-1,I thought this would look great with skirts  but all my skirts are too dressy for this t-shirt. that's really all it is -- a nothing-special t-shirt. and it runs so big! i'm usually a large or xl in tops  but for this one i bought a medium  and it's still too big. i think a small would have been fine. but  as i mentioned  it doesn't go with any of my skirts  so it's not worth looking for a small.,Knits
-1,I ordered the black and white pattern  which was ok. i got a small  but the shirt was very square - with a short and wide fit! i doubt an xs would have helped with such a boxy shirt. sent this one back.,Knits
-1,I am always on the hunt for a cute white t-shirt but this one was a miss. it is too boxy (short) and the material is very thin for the price. i gave it two stars because it has nice colors for spring/summer. for reference  i am 5'4 and 115 lbs and i ordered a small. bought it online so i ended up returning it to the store.,Knits
0,Like the idea of this shirt so much. but the neckline was still way too low- the top of my bra was visible. wishing the under layer really covered as no way i'm going to another layer to an already layered shirt. might just be my body type  so might work for someone else  but sending back.,Knits
0,This is the perfect peplum. it floats a bit but doesn't stick out and is super flattering. that's why i kept mine even though the front seams were like an inch off  and the peplum pleat is crooked. geeze retailer. this is why i can't justify buying much of anything unless it's on sale. quality in recent years has gone wayyyy downhill.,Knits
0,This is an easy-going weekend piece. it wrinkles a bit easily but it's comfy and swingy. i was a little confused about how to wear the shirt due to the open lace pattern (nude bra or nude cami?) i'm still not sure if it's appropriate to wear without a cami,Knits
0,"This fabric of this top is gorgeous. however  i'm 5' 5"" and it hits in a really weird spot. right no the point of the hip that you don't want to accentuate. you could wear it with leggings to a casual thing  but i work in an office so its too short to wear with leggings and too long to wear with jeans. sad  i love the top 90% of it.",Knits
0,I am 5'8 with curvy  muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit.,Knits
0,I ordered this in black and red. i had high hopes based on the reviews this received  but it's just ok. i will be returning.,Knits
0,This is baggy on me in my regular size. this happens to be a good thing because it's also very thin...tissue thin... material. the reason that's a good thing is i can wear another t- shirt under it with all that extra room and it hangs nicely. i'm hoping it shrinks a bit when i wash it in hot water.the design on the front is the only real reason i'm keeping it.,Knits
0,I just sent this back. it is very cute & the fabric is great  so soft & comfy  but it doesn't work with my shape. it is extremely swingy in shape and the buttons up the front only work if you don't have a large chest. on me  it looks like maternity and it gaps when i button it. am a 34dd. it's not the fault of the top  but a bigger size would have swallowed me. i think if you are thin and also not top-heavy like the model  this will be adorable on you. i am just too busty.,Knits
0,It's a lovely pattern on a soft tee. the fit is similar to how it looks on the model  not clingy at all. it should be noted that it's fairly see-through. if i wear a bra that's close to skin color it's not an issue  but it is obvious if you're wearing any kind of patterned or contrasting bra. i suppose you could wear a cami underneath  but it's too hot for that in florida and i think it defeats the purpose of a t-shirt. overall  i'm very happy with this  though i'm also very very happy i got thi,Knits
1,I bought this blouse with the 30% off price- i don't think i would pay full price for it  but for the sale price i think it's fair.  as the other reviewers have said  it's definitely navy in front  not black  but it's a nice color combination and can be worn with dark jeans  or with black pants for a more casual work look.  it's sheer  but a dark cami underneath fixes the problem.  i think it fits true to size  with the understanding that it's supposed to be flow-y and loose.,Knits
1,Great light-weight blouse for mild fall days. fabric is thin so not too warm  which is great for southern california fall. great color palate.,Knits
1,I adore a well made and well fit tshirt. t.la always delivers! this one is no exception. fun  swingy and light. the tie on back is a fun little addition and the length is perfect. i'm 5'9 and always prefer longer tops. the swing in this one gives it a great length. love the colors but decided to stick with basic white. i'd love this in black too! highly recommend!,Knits
1,I ordered this on a whim during retailer days sale and i'm glad i did. it's now one of those shirts that calls my name every morning. i've worn it with denim skinnies and a knee length black knit pencil skirt. so soft and flattering. i got it in the red  but am tempted by the blue!,Knits
1,I bought this top in white and my usual size large based on other reviews.  the sleeves are wonderfully long enough for this tall girl  which means that they are likely very long on shorter gals.  i love the style of this t.  the white is slightly see through  but with a nude color bra works ok. i do wish that it didn't cut up so high on the sides.  this probably isn't an issue with shorter people  but i need to wear something under it to avoid showing skin.  i've tried a white camisole under an,Knits
1,True to size  and adorable. very lightweight  will be great for the long  hot summer ahead!,Knits
1,This is a soft  comfortable shirt. it fits like a t-shirt should. i usually buy m but based on other reviews i purchased s. the fit on me in size small is similar to the model in the photo.,Knits
1,I ordered this in black and in the print and i am super happy with both. the fabric is very soft. i've worn it with denim and khaki shorts as well as with a cute skirt for work. very versatile.,Knits
1,This is one of the cutest tops i've ever gotten from retailer. the material is very soft and flowing. it fits true to size and hange beautifully. love it. i should have gotten he turquoise one too!,Knits
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,I ordered this in gray and in white. these are not your mothers' slips. they are comfy and soft. i have worn the white under a shorter dress on a day when i wanted more coverage but didn't want to go for full on tights or leggings. i liked the effect of the slip being longer than the dress. the gray may even be opaque enough to stand (almost) on it's own. very happy with these.,Layering
1,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,Layering
1,"The lace detail adds a nice spin to an otherwise plain tank. looks great under a cardi  jacket  sweater coat... for the most part it fits true to size. it's not as fitted as i hope it would be. at 5'1""  115lbs  i got my usual xsp. my biggest gripe is the very deep v-neck--its shows my bra. eek. it's like the strap could be shortened to help remedy it but then it may leave the arm hole too small or bring it too high up. perhaps it may shrink in the wash or i just need to get bigger boobs. maybe t",Layering
1,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4""  120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",Layering
1,Like the look of this tank  ran a bit larger than expected at the neck but overall happy with the purchase,Layering
1,Awesome basic top for your wardrobe. it's a little sheer but not too much.,Layering
1,I bought it in black and cream! great weight. soft fabric. beautiful lace.,Layering
1,This is a great layering tank that is super comfy! the sale price is a bargain!,Layering
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
1,I am wearing these as i type this. they are unbelievably cozy. would wear them as loungewear if it weren't for the fact that they also look so so cute and i want to wear them out. so soft and a really good fit. higher than my other leggings so i don't have to pull them up ever. but also just really fashionable looking. love!!! one of my favorite retailer purchases ever.,Legwear
1,These tights are so cute and can add some fun to any outfit. i paired with a mustard mini  denim shirt and desert boots! they do run small. i am a size 4 and had to get the m/l,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,I'd describe these as a hybrid pant/legging. they are very comfortable flattering  and versatile. i got the large because medium was sold out  but they fit nice  not super tight.,Legwear
1,Cute socks  very comfy as well. good quality in person.,Legwear
1,"After reading the reviews  these leggings seemed to be the best leggings ever. i'm usually not a leggings gal  but decided these might be the ones to take me through winter with long cozy sweaters. i read the profile of those who purchased and were happy with the fit before making my purchase. i'm 5'2""  134lbs and bought a medium. while they fit nicely through the waist and thighs  from the knees down they're baggy and really don't fit like a legging. in the photo you can see some slack around t",Legwear
1,"My review is of the ""black motif"" (no longer listed online  but i saw a bunch in the clearance sock bin at the georgetown dc store  today  12/27/2015).  i love beautiful and unique socks! so i thought i'd give these a chance. i like them so much that i bought 3 more pairs of the exact same sock now that they're on sale!  two things i noticed... the way the sock is knit  when you put it on  it no longer has a matte black look in the black areas. it is sort of a stretched  slightly two-tone look.",Legwear
1,Great fabric.  nice legging  substantial fabric  more structured than a typical legging.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I really wanted to love this piece but it was very large. i'm 5'2 and ordered xs/s and i have return due to size.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,Cute and very soft  but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,The pants are pretty and run true to size  but the fabric is bathing suit like  very thin and sheers in the butt when you squat. i wouldn't recommend for anything but waking.,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
0,I have a love hate relationship with this product. it is comfortable and cozy  yet unshapely. after the initial wear  the product begins to stretch out  and if you sit for a while your knees are demarcated in the fabric once you stand. the sherpa front is soft  but the waffle material in the back is in no way flattering. i purchased for sleeping so it does that job nicely  but i would never leave the house with this on. i am hoping that after the first wash it shrinks a bit too. i am typically a,Lounge
0,Beautiful color and softness  very warm  but the front is way too much material. it just wasn't flattering the way i wanted it to be. perhaps on a taller woman this would work.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
0,These pajama pants are beautiful but very sheer and very delicate.  not ideal for a mom with kids,Lounge
0,I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,Lounge
0,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,Lounge
0,"I wanted to give this a try but unfortunately disappointed with the fit and styling. i'm 5'6""  petite build and it consumed my slim figure. i loved the soft and coziness and the color is sweet too. i just felt like an awkward butterfly with the sleeves. pinning them back would have been alright but the execution didn't fit my frame. i would have liked it to be a tad longer too. i really hope they use this same material throughout the fall season because it's so cozy.",Lounge
1,I'm 5'5 130 lbs and tried this on a small at my store and then ordered it in a small petite. i like the petite better even though there isn't much of a difference  the petite is about 28 inches long. it still covers the bum but i was hoping to wear it with shorts and i think it's too long for that. i love the beautiful coral color  received a compliment on the color the first time i wore it. the quality is superb. the only downside is i don't like the way it looks when zipped  it doesn't give mu,Lounge
1,Like other reviewers  i did find that this jacket runs big. i am usually a size 2p or an xs and found an xxs in store and fits well. it'll be a great everyday-jacket!,Lounge
1,Lightweight  soft cotton top and shorts. i think it's meant to be a beach cover-up but i'm wearing it as a thin  light-weight summer outfit on these hot hot days. the top has a loose elastic around the bottom which i didn't realize when i ordered it  but i like it and it matches the look in the photos. and the shorts are very low-cut - don't expect them up around your waist. again  i like that. some might want to wear a cami underneath because it's a thin cotton but i'm fine as-is. i bought it i,Lounge
